id,full_name,honorific,gender,party,photo_url,bio,education,date_of_birth,wikipedia_url,source_url,confidence,data_status,last_verified_at
155,Yanthungo Patton,Shri,male,BJP,,Deputy Chief Minister of Nagaland,,,,https://en.wikipedia.org/wiki/List_of_current_Indian_deputy_chief_ministers,0.80,collected,2026-06-26
156,T. R. Zeliang,Shri,male,NPF,,Deputy Chief Minister of Nagaland,,,,https://en.wikipedia.org/wiki/List_of_current_Indian_deputy_chief_ministers,0.80,collected,2026-06-26
157,Kanak Vardhan Singh Deo,Shri,male,BJP,,Deputy Chief Minister of Odisha,,,,https://en.wikipedia.org/wiki/List_of_current_Indian_deputy_chief_ministers,0.80,collected,2026-06-26
158,Pravati Parida,Smt,female,BJP,,Deputy Chief Minister of Odisha,,,,https://en.wikipedia.org/wiki/List_of_current_Indian_deputy_chief_ministers,0.80,collected,2026-06-26
159,Diya Kumari,Smt,female,BJP,,Deputy Chief Minister of Rajasthan,,,,https://en.wikipedia.org/wiki/List_of_current_Indian_deputy_chief_ministers,0.80,collected,2026-06-26
160,Prem Chand Bairwa,Shri,male,BJP,,Deputy Chief Minister of Rajasthan,,,,https://en.wikipedia.org/wiki/List_of_current_Indian_deputy_chief_ministers,0.80,collected,2026-06-26
161,Udhayanidhi Stalin,Shri,male,DMK,,Deputy Chief Minister of Tamil Nadu,,,,https://en.wikipedia.org/wiki/List_of_current_Indian_deputy_chief_ministers,0.80,collected,2026-06-26
162,Mallu Bhatti Vikramarka,Shri,male,INC,,Deputy Chief Minister of Telangana,,,,https://en.wikipedia.org/wiki/List_of_current_Indian_deputy_chief_ministers,0.80,collected,2026-06-26
163,Keshav Prasad Maurya,Shri,male,BJP,,Deputy Chief Minister of Uttar Pradesh,,,,https://en.wikipedia.org/wiki/List_of_current_Indian_deputy_chief_ministers,0.80,collected,2026-06-26
164,Brajesh Pathak,Shri,male,BJP,,Deputy Chief Minister of Uttar Pradesh,,,,https://en.wikipedia.org/wiki/List_of_current_Indian_deputy_chief_ministers,0.80,collected,2026-06-26
165,Surya Kant,Shri,male,,,53rd Chief Justice of India,,,,https://www.sci.gov.in/chief-justice-judges/,0.85,collected,2026-06-26
166,Gyanesh Kumar,Shri,male,,,Chief Election Commissioner,,,,https://en.wikipedia.org/wiki/Chief_Election_Commissioner_of_India,0.80,collected,2026-06-26
167,K. Sanjay Murthy,Shri,male,,,Comptroller and Auditor General,,,,https://en.wikipedia.org/wiki/List_of_office-holders_in_the_Government_of_India,0.80,collected,2026-06-26
168,R. Venkataramani,Shri,male,,,16th Attorney General for India,,,,https://en.wikipedia.org/wiki/List_of_office-holders_in_the_Government_of_India,0.80,collected,2026-06-26
169,Om Birla,Shri,male,,,Speaker of the 18th Lok Sabha,,,,https://www.pmindia.gov.in/en/news_updates/pm-congratulates-shri-om-birla-on-being-elected-as-speaker-of-lok-sabha/,0.85,collected,2026-06-26
170,T. V. Somanathan,Dr,male,,,Cabinet Secretary of India,,,,https://en.wikipedia.org/wiki/Cabinet_Secretary_(India),0.80,collected,2026-06-26
171,Pramod Kumar Mishra,Dr,male,,,Principal Secretary to the PM,,,,https://www.pmindia.gov.in/en/list-of-officers-pmo/,0.80,collected,2026-06-26
172,Shaktikanta Das,Shri,male,,,Principal Secretary-2 to the PM,,,,https://www.pmindia.gov.in/en/list-of-officers-pmo/,0.80,collected,2026-06-26
173,Suresh Kumar Khanna,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
174,Surya Pratap Shahi,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
175,Swatantra Dev Singh,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
176,Baby Rani Maurya,Smt,female,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
177,Laxmi Narayan Chaudhary,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
178,Jaiveer Singh,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
179,Dharmpal Singh,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
180,Om Prakash Rajbhar,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
181,Nand Gopal Gupta,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
182,Anil Rajbhar,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
183,Rakesh Sachan,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
184,A. K. Sharma,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
185,Yogendra Upadhyaya,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
186,Ashish Patel,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
187,Sanjay Nishad,Shri,male,,,"Minister, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
188,Dara Singh Chauhan,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
189,Nitin Agrawal,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
190,Kapil Dev Agarwal,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
191,Ravindra Jaiswal,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
192,Sandeep Singh,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
193,Gulabo Devi,Smt,female,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
194,Girish Yadav,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
195,Dharmveer Prajapati,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
196,Asim Arun,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
197,Jayendra Pratap Singh Rathore,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
198,Daya Shankar Singh,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
199,Narendra Kumar Kashyap,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
200,Dinesh Pratap Singh,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
201,Arun Saxena,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
202,Daya Shankar Mishra,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
203,Sunil Sharma,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
204,Anil Kumar,Shri,male,,,"Minister of State (Independent Charge), Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
205,Mayankeshwar Singh,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
206,Dinesh Khatik,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
207,Sanjiv Gond,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
208,Baldev Singh Aulakh,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
209,Ajit Singh Pal,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
210,Jaswant Saini,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
211,Ramakesh Nishad,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
212,Manohar Lal Panth,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
213,Sanjay Singh Gangwar,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
214,Brijesh Singh,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
215,Krishnapal Malik,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
216,Suresh Rahi,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
217,Pratibha Shukla,Smt,female,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
218,Rakesh Rathour,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
219,Somendra Tomar,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
220,Rajani Tiwari,Smt,female,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
221,Satish Chandra Sharma,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
222,Danish Azad Ansari,Shri,male,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
223,Vijay Laxmi Gautam,Smt,female,,,"Minister of State, Govt of Uttar Pradesh",,,,https://en.wikipedia.org/wiki/Second_Yogi_Adityanath_ministry,0.75,collected,2026-06-26
224,K. Vijayanand,Shri,male,,,"Chief Secretary, Andhra Pradesh",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
225,Manish Kumar Gupta,Shri,male,,,"Chief Secretary, Arunachal Pradesh",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
226,Ravi Kota,Shri,male,,,"Chief Secretary, Assam",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
227,Pratyaya Amrit,Shri,male,,,"Chief Secretary, Bihar",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
228,Vikas Sheel,Shri,male,,,"Chief Secretary, Chhattisgarh",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
229,V. Candavelou,Shri,male,,,"Chief Secretary, Goa",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
230,Manoj Kumar Das,Shri,male,,,"Chief Secretary, Gujarat",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
231,Anurag Rastogi,Shri,male,,,"Chief Secretary, Haryana",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
232,Sanjay Gupta,Shri,male,,,"Chief Secretary, Himachal Pradesh",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
233,Avinash Kumar,Shri,male,,,"Chief Secretary, Jharkhand",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
234,Shalini Rajneesh,Smt,female,,,"Chief Secretary, Karnataka",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
235,A. Jayathilak,Shri,male,,,"Chief Secretary, Kerala",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
236,Anurag Jain,Shri,male,,,"Chief Secretary, Madhya Pradesh",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
237,Rajesh Aggarwal,Shri,male,,,"Chief Secretary, Maharashtra",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
238,Puneet Kumar Goel,Shri,male,,,"Chief Secretary, Manipur",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
239,Shakil P. Ahammed,Shri,male,,,"Chief Secretary, Meghalaya",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
240,Khilli Ram Meena,Shri,male,,,"Chief Secretary, Mizoram",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
241,Sentiyanger Imchen,Shri,male,,,"Chief Secretary, Nagaland",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
242,Anu Garg,Smt,female,,,"Chief Secretary, Odisha",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
243,K. A. Prasad Sinha,Shri,male,,,"Chief Secretary, Punjab",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
244,V. Srinivas,Shri,male,,,"Chief Secretary, Rajasthan",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
245,Ravindra Telang,Shri,male,,,"Chief Secretary, Sikkim",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
246,N. Muruganandam,Shri,male,,,"Chief Secretary, Tamil Nadu",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
247,K. Ramakrishna Rao,Shri,male,,,"Chief Secretary, Telangana",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
248,Jitendra Kumar Sinha,Shri,male,,,"Chief Secretary, Tripura",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
249,Anand Bardhan,Shri,male,,,"Chief Secretary, Uttarakhand",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
250,Shashi Prakash Goyal,Shri,male,,,"Chief Secretary, Uttar Pradesh",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
251,Manoj Agarwal,Shri,male,,,"Chief Secretary, West Bengal",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
252,Rajeev Verma,Shri,male,,,"Chief Secretary, Delhi (NCT)",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
253,Atal Dulloo,Shri,male,,,"Chief Secretary, Jammu and Kashmir",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
254,Sharat Chauhan,Shri,male,,,"Chief Secretary, Puducherry",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
255,Chandra Bhushan Kumar,Shri,male,,,"Chief Secretary, Andaman and Nicobar Islands",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
256,H. Rajesh Prasad,Shri,male,,,"Chief Secretary, Chandigarh",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
257,Amit Singla,Shri,male,,,"Chief Secretary, Dadra and Nagar Haveli and Daman and Diu",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
258,Ashish Kundra,Shri,male,,,"Chief Secretary, Ladakh",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
259,S.B. Deepak Kumar,Shri,male,,,"Chief Secretary, Lakshadweep",,,,https://www.sarkaritel.com/chief-secretaries-of-states-union-territores/,0.80,collected,2026-06-26
260,Samrat Choudhary,Shri,male,BJP,,24th Chief Minister of Bihar; first BJP CM of Bihar,,,,https://en.wikipedia.org/wiki/Samrat_Choudhary,0.85,verified,2026-06-26
261,Govind Mohan,Shri,male,,,"Union Home Secretary (IAS, Sikkim cadre 1989)",,,,https://en.wikipedia.org/wiki/Govind_Mohan,0.80,collected,2026-06-26
262,Devendra Kumar Joshi,Shri,male,,,"Lieutenant Governor of Andaman & Nicobar Islands (Admiral, Retd.)",,,,https://andamannicobar.gov.in/,0.75,collected,2026-06-26
263,Radhakrishna Vikhe Patil,Shri,male,,,"Minister, Govt of Maharashtra",,,,https://en.wikipedia.org/wiki/Third_Fadnavis_ministry,0.75,collected,2026-06-26
264,Chandrashekhar Bawankule,Shri,male,,,"Minister, Govt of Maharashtra",,,,https://en.wikipedia.org/wiki/Third_Fadnavis_ministry,0.75,collected,2026-06-26
265,Hasan Mushrif,Shri,male,,,"Minister, Govt of Maharashtra",,,,https://en.wikipedia.org/wiki/Third_Fadnavis_ministry,0.75,collected,2026-06-26
266,Chandrakant Patil,Shri,male,,,"Minister, Govt of Maharashtra",,,,https://en.wikipedia.org/wiki/Third_Fadnavis_ministry,0.75,collected,2026-06-26
267,Girish Mahajan,Shri,male,,,"Minister, Govt of Maharashtra",,,,https://en.wikipedia.org/wiki/Third_Fadnavis_ministry,0.75,collected,2026-06-26
268,Gulabrao Patil,Shri,male,,,"Minister, Govt of Maharashtra",,,,https://en.wikipedia.org/wiki/Third_Fadnavis_ministry,0.75,collected,2026-06-26
269,Ganesh Naik,Shri,male,,,"Minister, Govt of Maharashtra",,,,https://en.wikipedia.org/wiki/Third_Fadnavis_ministry,0.75,collected,2026-06-26
270,Dadaji Bhuse,Shri,male,,,"Minister, Govt of Maharashtra",,,,https://en.wikipedia.org/wiki/Third_Fadnavis_ministry,0.75,collected,2026-06-26
271,Sanjay Rathod,Shri,male,,,"Minister, Govt of Maharashtra",,,,https://en.wikipedia.org/wiki/Third_Fadnavis_ministry,0.75,collected,2026-06-26
272,Chhagan Bhujbal,Shri,male,,,"Minister, Govt of Maharashtra",,,,https://en.wikipedia.org/wiki/Third_Fadnavis_ministry,0.75,collected,2026-06-26
